"1 _ 1",,,"2A",,,"1 _ 3",,,"4A",,
"Time","Force","Uzama","Time","Force","Uzama","Time","Force","Uzama","Time","Force","Uzama"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"2.18","0.5133947","0.07253333","2.18","22.07756","0.07256667","2.18","19.45654","0.07256667","2.18","26.58526","0.07256667"
"2.19","0.5086263","0.0729","2.19","22.06961","0.0729","2.19","19.44542","0.0729","2.19","26.57255","0.07286667"
"2.2","0.5133947","0.07323334","2.2","22.04736","0.07323334","2.2","19.45814","0.07323334","2.2","26.55188","0.07323334"
"2.21","0.5292892","0.07353333","2.21","22.00762","0.07356667","2.21","19.4788","0.07356667","2.21","26.53122","0.07356667"
"2.22","0.5531311","0.0739","2.22","21.96789","0.0739","2.22","19.50423","0.0739","2.22","26.5185","0.07393333"
"2.23","0.5706151","0.07423333","2.23","21.93451","0.07423333","2.23","19.53761","0.07423333","2.23","26.51056","0.07426666"
"2.24","0.5753835","0.07456667","2.24","21.91385","0.07456667","2.24","19.55827","0.07456667","2.24","26.49625","0.0746"
"2.25","0.5658467","0.0749","2.25","21.90749","0.0749","2.25","19.54397","0.0749","2.25","26.47559","0.07493334"
"2.26","0.559489","0.0752","2.26","21.9059","0.07523333","2.26","19.50423","0.07523333","2.26","26.47559","0.0753"
"2.27","0.5658467","0.07553334","2.27","21.89477","0.0756","2.27","19.46131","0.07553334","2.27","26.48354","0.07563333"
"2.28","0.5801519","0.07586667","2.28","21.87729","0.07593334","2.28","19.41681","0.07586667","2.28","26.47718","0.07593334"
"2.29","0.5912781","0.07623333","2.29","21.85663","0.07626667","2.29","19.36913","0.07623333","2.29","26.45175","0.07623333"
"2.3","0.5880992","0.07656667","2.3","21.83596","0.07656667","2.3","19.33734","0.07656667","2.3","26.43426","0.07656667"
"2.31","0.5753835","0.0769","2.31","21.81212","0.0769","2.31","19.3421","0.0769","2.31","26.42314","0.0769"
"2.32","0.5658467","0.07723334","2.32","21.78987","0.07723334","2.32","19.37866","0.07723334","2.32","26.39612","0.07723334"
"2.33","0.5658467","0.07756667","2.33","21.77238","0.07756667","2.33","19.42793","0.07756667","2.33","26.34843","0.0776"
"2.34","0.5674362","0.07793333","2.34","21.75649","0.07793333","2.34","19.47403","0.0779","2.34","26.31505","0.07793333"
"2.35","0.5706151","0.07823333","2.35","21.73583","0.07826667","2.35","19.50741","0.07823333","2.35","26.30711","0.07826667"
"2.36","0.5801519","0.07856667","2.36","21.70404","0.0786","2.36","19.53602","0.07856667","2.36","26.30075","0.07856667"
"2.37","0.5912781","0.0789","2.37","21.67702","0.07893334","2.37","19.56145","0.0789","2.37","26.28168","0.07893334"
"2.38","0.5912781","0.07923333","2.38","21.65794","0.07923333","2.38","19.58211","0.07923333","2.38","26.27373","0.07923333"
"2.39","0.5912781","0.07956666","2.39","21.65","0.07956666","2.39","19.57893","0.07956666","2.39","26.27373","0.07956666"
"2.4","0.5912781","0.0799","2.4","21.64523","0.0799","2.4","19.54873","0.0799","2.4","26.26737","0.0799"
"2.41","0.5833308","0.08023334","2.41","21.63569","0.08026667","2.41","19.51218","0.08023334","2.41","26.24671","0.08023334"
"2.42","0.5706151","0.08056667","2.42","21.61503","0.0806","2.42","19.49469","0.08056667","2.42","26.23558","0.0806"
"2.43","0.5499522","0.0809","2.43","21.58165","0.0809","2.43","19.49946","0.0809","2.43","26.23081","0.08093333"
"2.44","0.5292892","0.0812","2.44","21.53715","0.08123334","2.44","19.52489","0.08123334","2.44","26.21492","0.08126666"
"2.45","0.5133947","0.08153334","2.45","21.50218","0.08156667","2.45","19.5535","0.0816","2.45","26.18949","0.0816"
"2.46","0.5054474","0.08186667","2.46","21.4831","0.0819","2.46","19.55827","0.08193333","2.46","26.17995","0.08193333"
"2.47","0.5038579","0.0822","2.47","21.47516","0.08223333","2.47","19.50423","0.08226667","2.47","26.17677","0.08226667"
"2.48","0.5054474","0.08253334","2.48","21.4529","0.08256667","2.48","19.38979","0.08263333","2.48","26.15611","0.08263333"
"2.49","0.5054474","0.0829","2.49","21.4084","0.08286667","2.49","19.24038","0.08296667","2.49","26.12273","0.08296667"
"2.5","0.5086263","0.0832","2.5","21.36072","0.0832","2.5","19.11163","0.08326667","2.5","26.09889","0.0833"
"2.51","0.521342","0.08353333","2.51","21.32734","0.08356667","2.51","19.05759","0.0836","2.51","26.0973","0.0836"
"2.52","0.5372365","0.08386667","2.52","21.30667","0.08393333","2.52","19.07984","0.0839","2.52","26.09412","0.08396666"
"2.53","0.5420049","0.0842","2.53","21.28601","0.08426667","2.53","19.15773","0.08423334","2.53","26.07664","0.0843"
"2.54","0.538826","0.08453333","2.54","21.26535","0.0846","2.54","19.25468","0.08456667","2.54","26.05279","0.0846"
"2.55","0.5420049","0.0849","2.55","21.24151","0.08493333","2.55","19.34846","0.0849","2.55","26.03213","0.08493333"
"2.56","0.5467733","0.08523333","2.56","21.21131","0.08526666","2.56","19.41999","0.08523333","2.56","26.01147","0.0853"
"2.57","0.5499522","0.08556667","2.57","21.16998","0.08556667","2.57","19.47085","0.08556667","2.57","25.99875","0.08566666"
"2.58","0.5531311","0.0859","2.58","21.14137","0.0859","2.58","19.51218","0.0859","2.58","26.0067","0.08596667"
"2.59","0.559489","0.0862","2.59","21.13024","0.08626667","2.59","19.53761","0.08626667","2.59","26.02418","0.0863"
"2.6","0.5753835","0.08653334","2.6","21.12389","0.08656666","2.6","19.53284","0.0866","2.6","26.01941","0.0866"
"2.61","0.5960464","0.0869","2.61","21.10481","0.0869","2.61","19.50741","0.0869","2.61","25.98127","0.08693334"
"2.62","0.6214778","0.08723333","2.62","21.08415","0.08723333","2.62","19.47721","0.08723333","2.62","25.94948","0.08726667"
"2.63","0.6453196","0.08756667","2.63","21.06349","0.08756667","2.63","19.46449","0.08756667","2.63","25.93994","0.0876"
"2.64","0.6612142","0.08793333","2.64","21.04282","0.0879","2.64","19.50264","0.0879","2.64","25.93517","0.08793333"
"2.65","0.6707509","0.08826667","2.65","21.02057","0.08826667","2.65","19.5996","0.08823334","2.65","25.91928","0.08826667"
"2.66","0.6707509","0.08856667","2.66","20.99673","0.08863334","2.66","19.71563","0.08856667","2.66","25.90338","0.0886"
"2.67","0.6548564","0.0889","2.67","20.98719","0.08893333","2.67","19.78556","0.08893333","2.67","25.90656","0.08893333"
"2.68","0.6326039","0.08923333","2.68","20.98401","0.08923333","2.68","19.78715","0.08923333","2.68","25.91133","0.08926667"
"2.69","0.6135305","0.0896","2.69","20.97448","0.0896","2.69","19.71881","0.08953334","2.69","25.90179","0.0896"
"2.7","0.6008148","0.0899","2.7","20.9554","0.08993334","2.7","19.61072","0.0899","2.7","25.88272","0.08993334"
"2.71","0.5880992","0.09023333","2.71","20.93474","0.09026667","2.71","19.53125","0.09026667","2.71","25.87318","0.09026667"
"2.72","0.5753835","0.09053333","2.72","20.91567","0.09056666","2.72","19.48357","0.0906","2.72","25.86524","0.0906"
"2.73","0.5658467","0.0909","2.73","20.89659","0.0909","2.73","19.4486","0.09093334","2.73","25.84934","0.09093334"
"2.74","0.5658467","0.0912","2.74","20.88388","0.0912","2.74","19.45019","0.09126667","2.74","25.83504","0.09126667"
"2.75","0.5706151","0.09153333","2.75","20.86798","0.09156667","2.75","19.52807","0.0916","2.75","25.81596","0.0916"
"2.76","0.5722046","0.09186666","2.76","20.84573","0.0919","2.76","19.64887","0.09193333","2.76","25.79371","0.09196667"
"2.77","0.5674362","0.09223334","2.77","20.81394","0.09223334","2.77","19.76967","0.09226667","2.77","25.77305","0.09226667"
"2.78","0.559489","0.09256667","2.78","20.78056","0.0926","2.78","19.87775","0.09256667","2.78","25.76192","0.09263334"
"2.79","0.5499522","0.0929","2.79","20.76308","0.0929","2.79","19.94451","0.0929","2.79","25.74444","0.09296667"
"2.8","0.5467733","0.09323333","2.8","20.75354","0.0932","2.8","19.95564","0.09323333","2.8","25.7206","0.09326667"
"2.81","0.5547206","0.09353334","2.81","20.73765","0.09356667","2.81","19.93179","0.09356667","2.81","25.69993","0.0936"
"2.82","0.5706151","0.09386667","2.82","20.71222","0.0939","2.82","19.90636","0.0939","2.82","25.69357","0.09393334"
"2.83","0.5785624","0.0942","2.83","20.69155","0.09426667","2.83","19.90318","0.09423333","2.83","25.68722","0.0943"
"2.84","0.5722046","0.09453333","2.84","20.6852","0.0946","2.84","19.93974","0.09456667","2.84","25.68563","0.09463333"
"2.85","0.559489","0.09486667","2.85","20.68361","0.0949","2.85","20.0065","0.0949","2.85","25.68563","0.09496666"
"2.86","0.5531311","0.0952","2.86","20.67248","0.0952","2.86","20.08438","0.09523334","2.86","25.67291","0.0953"
"2.87","0.5531311","0.09553333","2.87","20.655","0.09556667","2.87","20.14637","0.09556667","2.87","25.62523","0.0956"
"2.88","0.5547206","0.0959","2.88","20.62956","0.09586667","2.88","20.17657","0.09586667","2.88","25.54893","0.09593333"
"2.89","0.5531311","0.09623334","2.89","20.60095","0.0962","2.89","20.18134","0.09623334","2.89","25.49489","0.09626666"
"2.9","0.5531311","0.09656667","2.9","20.57711","0.09653334","2.9","20.1718","0.0966","2.9","25.49171","0.09663334"
"2.91","0.559489","0.0969","2.91","20.55168","0.0969","2.91","20.15909","0.09693334","2.91","25.51874","0.09696667"
"2.92","0.5658467","0.09723333","2.92","20.52943","0.09726667","2.92","20.14319","0.09723333","2.92","25.53622","0.0973"
"2.93","0.5658467","0.09756666","2.93","20.50559","0.09756666","2.93","20.11935","0.09756666","2.93","25.53304","0.0976"
"2.94","0.5626678","0.0979","2.94","20.48492","0.0979","2.94","20.08597","0.09793334","2.94","25.51556","0.09793334"
"2.95","0.5674362","0.09823333","2.95","20.46744","0.09823333","2.95","20.06372","0.09823333","2.95","25.47105","0.09826667"
"2.96","0.5753835","0.09856667","2.96","20.45155","0.09853333","2.96","20.07326","0.09856667","2.96","25.36933","0.0986"
"2.97","0.5753835","0.0989","2.97","20.4436","0.09886667","2.97","20.09392","0.09886667","2.97","25.16747","0.09893333"
"2.98","0.5626678","0.09923334","2.98","20.43406","0.09923334","2.98","20.09869","0.0992","2.98","24.89249","0.09926667"
"2.99","0.559489","0.09956667","2.99","20.42612","0.09956667","2.99","20.08915","0.09956667","2.99","24.64612","0.0996"
"3","0.5833308","0.0999","3","20.43088","0.09993333","3","20.07326","0.0999","3","24.53009","0.09993333"
"3.01","0.6214778","0.1002","3.01","20.43883","0.1002333","3.01","20.04782","0.1002333","3.01","24.56029","0.1002667"
"3.02","0.6469091","0.1005333","3.02","20.43088","0.1005667","3.02","20.01444","0.1005667","3.02","24.66679","0.1006"
"3.03","0.6421407","0.1008667","3.03","20.41022","0.1008667","3.03","19.98107","0.1009","3.03","24.78282","0.1009333"
"3.04","0.6246567","0.1012","3.04","20.3975","0.1012","3.04","19.94928","0.1012333","3.04","24.90997","0.1012667"
"3.05","0.611941","0.1015667","3.05","20.39591","0.1015667","3.05","19.90954","0.1015667","3.05","25.06256","0.1016"
"3.06","0.6071727","0.1019","3.06","20.39274","0.1019","3.06","19.85709","0.1018667","3.06","25.19925","0.1019333"
"3.07","0.6008148","0.1022333","3.07","20.38797","0.1022333","3.07","19.82212","0.1022","3.07","25.26601","0.1022667"
"3.08","0.5928676","0.1025667","3.08","20.37525","0.1025667","3.08","19.81417","0.1025667","3.08","25.26124","0.1026"
"3.09","0.5833308","0.1029","3.09","20.34823","0.1029","3.09","19.83484","0.1029","3.09","25.20879","0.1029333"
"3.1","0.5706151","0.1032333","3.1","20.3228","0.1032333","3.1","19.86504","0.1032333","3.1","25.15475","0.1032667"
"3.11","0.5578995","0.1036","3.11","20.30055","0.1036","3.11","19.90159","0.1035667","3.11","25.12932","0.1036"
"3.12","0.5420049","0.1039333","3.12","20.28147","0.1039333","3.12","19.94451","0.1038667","3.12","25.1468","0.1039333"
"3.13","0.5340576","0.1042667","3.13","20.25922","0.1042333","3.13","19.98583","0.1042","3.13","25.19925","0.1043"
"3.14","0.5340576","0.1045667","3.14","20.24333","0.1045667","3.14","20.01127","0.1045333","3.14","25.2533","0.1046333"
"3.15","0.5372365","0.1049333","3.15","20.23856","0.1049","3.15","20.03034","0.1049","3.15","25.28349","0.1049667"
"3.16","0.538826","0.1052667","3.16","20.23856","0.1052","3.16","20.05736","0.1052333","3.16","25.29621","0.1053"
"3.17","0.5499522","0.1055667","3.17","20.23061","0.1055667","3.17","20.0971","0.1055667","3.17","25.29621","0.1056"
"3.18","0.5706151","0.1059","3.18","20.20995","0.1058667","3.18","20.12253","0.1059","3.18","25.29462","0.1059333"
"3.19","0.5912781","0.1062333","3.19","20.19882","0.1062333","3.19","20.12571","0.1062333","3.19","25.29462","0.1062667"
"3.2","0.611941","0.1065667","3.2","20.20677","0.1066","3.2","20.13524","0.1065667","3.2","25.29144","0.1065667"
"3.21","0.629425","0.1069333","3.21","20.20677","0.1069333","3.21","20.17975","0.1069","3.21","25.28667","0.1069333"
"3.22","0.6421407","0.1072333","3.22","20.18611","0.1072667","3.22","20.23061","0.1072667","3.22","25.27555","0.1072667"
"3.23","0.650088","0.1075667","3.23","20.16068","0.1076","3.23","20.25127","0.1076","3.23","25.2676","0.1075667"
"3.24","0.6469091","0.1079333","3.24","20.15114","0.1079333","3.24","20.24015","0.1079","3.24","25.25488","0.1079"
"3.25","0.6373723","0.1083","3.25","20.14001","0.1082667","3.25","20.19405","0.1082333","3.25","25.24217","0.1082667"
"3.26","0.6214778","0.1086","3.26","20.11776","0.1086","3.26","20.12253","0.1085667","3.26","25.23422","0.1086333"
"3.27","0.6135305","0.1089","3.27","20.08597","0.1089333","3.27","20.06054","0.1089","3.27","25.24217","0.1089667"
"3.28","0.6087621","0.1092","3.28","20.07166","0.1092667","3.28","20.03988","0.1092667","3.28","25.24535","0.1093"
"3.29","0.6008148","0.1095667","3.29","20.06372","0.1095667","3.29","20.03511","0.1096","3.29","25.23263","0.1096"
"3.3","0.5928676","0.1099","3.3","20.04782","0.1099","3.3","20.03034","0.1099333","3.3","25.21197","0.1099333"
"3.31","0.5833308","0.1102","3.31","20.02716","0.1102","3.31","20.03829","0.1102667","3.31","25.19608","0.1103"
"3.32","0.559489","0.1105333","3.32","20.01127","0.1105333","3.32","20.07802","0.1106","3.32","25.17859","0.1106"
"3.33","0.5245209","0.1108667","3.33","19.99855","0.1109","3.33","20.14001","0.1109333","3.33","25.15793","0.1109333"
"3.34","0.4927317","0.1111667","3.34","19.9763","0.1112333","3.34","20.20995","0.1112667","3.34","25.15475","0.1113"
"3.35","0.4784266","0.1115","3.35","19.94292","0.1115667","3.35","20.26717","0.1116","3.35","25.17064","0.1116333"
"3.36","0.4704793","0.1118667","3.36","19.91431","0.1119","3.36","20.30691","0.1119","3.36","25.18336","0.1119667"
"3.37","0.4704793","0.1122","3.37","19.89365","0.1122333","3.37","20.32598","0.1122333","3.37","25.17541","0.1123"
"3.38","0.4720688","0.1125333","3.38","19.8698","0.1125667","3.38","20.3228","0.1125667","3.38","25.15316","0.1126333"
"3.39","0.4784266","0.1129333","3.39","19.85709","0.1129","3.39","20.30691","0.1128667","3.39","25.12932","0.1129667"
"3.4","0.4784266","0.1132333","3.4","19.8555","0.1132333","3.4","20.29419","0.1132","3.4","25.11183","0.1133333"
"3.41","0.4784266","0.1135667","3.41","19.84437","0.1135667","3.41","20.29737","0.1135667","3.41","25.11183","0.1136333"
"3.42","0.483195","0.1139","3.42","19.81894","0.1139","3.42","20.31803","0.1139","3.42","25.12137","0.1139667"
"3.43","0.5038579","0.1142333","3.43","19.78715","0.1142333","3.43","20.34187","0.1142333","3.43","25.12137","0.1143"
"3.44","0.5261104","0.1145667","3.44","19.76967","0.1145667","3.44","20.35618","0.1145667","3.44","25.10071","0.1146333"
"3.45","0.538826","0.1149","3.45","19.76172","0.1149","3.45","20.34346","0.1149","3.45","25.08322","0.1149667"
"3.46","0.5451838","0.1152333","3.46","19.75377","0.1152333","3.46","20.31803","0.1152333","3.46","25.07845","0.1152667"
"3.47","0.538826","0.1155667","3.47","19.74901","0.1155667","3.47","20.30055","0.1155667","3.47","25.07845","0.1156"
"3.48","0.5292892","0.1158667","3.48","19.73629","0.1159","3.48","20.30691","0.1159","3.48","25.07528","0.1159333"
"3.49","0.5292892","0.1162","3.49","19.71563","0.1162333","3.49","20.32598","0.1162667","3.49","25.08322","0.1162667"
"3.5","0.538826","0.1165333","3.5","19.69337","0.1166","3.5","20.33075","0.1165667","3.5","25.09912","0.1166"
"3.51","0.5531311","0.1168667","3.51","19.66158","0.1169333","3.51","20.31485","0.1169","3.51","25.09912","0.1169333"
"3.52","0.5626678","0.1172","3.52","19.63297","0.1172667","3.52","20.28942","0.1172333","3.52","25.06733","0.1172333"
"3.53","0.5722046","0.1175333","3.53","19.61549","0.1176","3.53","20.27353","0.1175333","3.53","25.026","0.1175667"
"3.54","0.5801519","0.1178667","3.54","19.61072","0.1179333","3.54","20.25922","0.1179","3.54","25.00057","0.1179333"
"3.55","0.5801519","0.1182","3.55","19.61072","0.1182667","3.55","20.24333","0.1182333","3.55","24.99104","0.1182667"
"3.56","0.5833308","0.1185333","3.56","19.61072","0.1186","3.56","20.23061","0.1185667","3.56","24.98309","0.1186"
"3.57","0.5912781","0.1188667","3.57","19.5996","0.1189333","3.57","20.22584","0.1189","3.57","24.97991","0.1189333"
"3.58","0.6071727","0.1192","3.58","19.57734","0.1192667","3.58","20.21948","0.1192333","3.58","24.99262","0.1192667"
"3.59","0.6198883","0.1195","3.59","19.55191","0.1195667","3.59","20.20518","0.1196","3.59","25.01806","0.1195667"
"3.6","0.629425","0.1198667","3.6","19.52489","0.1199","3.6","20.16862","0.1199333","3.6","25.02918","0.1199333"
"3.61","0.629425","0.1202333","3.61","19.49469","0.1202333","3.61","20.12253","0.1202667","3.61","25.0117","0.1202667"
"3.62","0.6246567","0.1205667","3.62","19.46926","0.1205667","3.62","20.08438","0.1206","3.62","24.97832","0.1206"
"3.63","0.629425","0.1209","3.63","19.46131","0.1209","3.63","20.06531","0.1209333","3.63","24.9513","0.1209333"
"3.64","0.6453196","0.1212333","3.64","19.46608","0.1212333","3.64","20.07326","0.1212667","3.64","24.94653","0.1213"
"3.65","0.6612142","0.1215333","3.65","19.46131","0.1215667","3.65","20.09869","0.1216","3.65","24.96243","0.1216"
"3.66","0.6628036","0.1218667","3.66","19.43588","0.1219333","3.66","20.11458","0.1219333","3.66","24.97514","0.1219"
"3.67","0.650088","0.1222333","3.67","19.4025","0.1222333","3.67","20.10504","0.1222667","3.67","24.96719","0.1222667"
"3.68","0.6421407","0.1225333","3.68","19.37866","0.1225667","3.68","20.07802","0.1226","3.68","24.93382","0.1226"
"3.69","0.6421407","0.1229","3.69","19.358","0.1229","3.69","20.03988","0.1229333","3.69","24.90362","0.1229333"
"3.7","0.6405513","0.1232","3.7","19.33575","0.1232333","3.7","19.99855","0.1232333","3.7","24.8909","0.1232667"
"3.71","0.6246567","0.1235333","3.71","19.3119","0.1235667","3.71","19.98583","0.1235667","3.71","24.88454","0.1236"
"3.72","0.611941","0.1238667","3.72","19.29124","0.1239","3.72","20.02239","0.1239","3.72","24.87501","0.1239667"
"3.73","0.6039937","0.1242","3.73","19.26581","0.1242","3.73","20.09233","0.1242333","3.73","24.86706","0.1242667"
"3.74","0.5960464","0.1245667","3.74","19.22925","0.1245667","3.74","20.14796","0.1245667","3.74","24.85911","0.1246"
"3.75","0.5880992","0.1249","3.75","19.19428","0.1249","3.75","20.15273","0.1249","3.75","24.8464","0.1249333"
